,WELL_ID,X_TOP,Y_TOP,X_BHP,Y_BHP,h,V
476,110403900,448759,7599441,448246,7598979,12,2363950158.0
477,110404000,447540,7595685,448187,7596371,13,1842033225.5
478,110404100,447494,7596749,446614,7595774,10,1868680390.0
479,110405100,454098,7598313,453092,7598238,10,1868680390.0
480,110408100,448942,7599045,448344,7598453,10,1868680390.0
481,110408200,448877,7599179,448113,7598415,12,2363950158.0
482,110408300,447389,7595773,448012,7596419,9,1832158764.0
483,110408600,446152,7597252,446662,7597821,10,1868680390.0
484,110409100,447192,7596009,447827,7596638,13,1842033225.5
485,110409300,450718,7598927,451214,7599602,14,2620897251.0
486,110410000,446564,7597938,445909,7597255,12,2363950158.0
487,110411000,453520,7596471,454343,7597053,12,2363950158.0
488,110411100,446411,7595116,447061,7595758,12,2363950158.0
489,110411300,451543,7600122,450674,7600163,14,2620897251.0
490,110411500,451610,7600183,450757,7600232,13,1842033225.5
491,110411600,455203,7602115,454495,7601488,14,2620897251.0
492,110413200,451958,7596087,452718,7596999,12,2363950158.0
493,110413600,452083,7595808,452749,7596487,10,1868680390.0
494,110415300,455900,7599505,456768,7600217,14,2620897251.0
495,110416200,456103,7599671,456796,7600215,10,1868680390.0
496,110416400,454595,7597890,455327,7598671,9,1832158764.0
497,110416600,453194,7596708,453998,7597451,11,2515210175.5
498,110418200,455603,7598887,456614,7599643,14,2620897251.0
499,110418300,454579,7598218,455541,7598958,12,2363950158.0
500,110418500,452854,7596801,453626,7597451,11,2515210175.5
501,110420000,447414,7597062,446532,7596181,14,2620897251.0
502,110420100,446465,7596967,447101,7597624,10,1868680390.0
503,110420200,456036,7599834,456691,7600525,10,1868680390.0
504,110420300,455229,7599150,455961,7599878,9,1832158764.0
505,110420400,454229,7598482,454958,7599163,10,1868680390.0
506,110421200,450571,7599167,451270,7599875,14,2620897251.0
507,110421300,450603,7598094,451442,7597237,12,2363950158.0
508,110421400,456425,7602258,456824,7602631,14,2620897251.0
509,110422300,454564,7599456,453790,7598770,9,1832158764.0
510,110422400,455181,7599463,455873,7600148,14,2620897251.0
511,110422500,454652,7599152,453884,7598392,9,1832158764.0
512,110422700,452451,7597062,453296,7597855,14,2620897251.0
513,110422800,451627,7596292,452405,7597168,8,1381401648.0
514,110424700,455550,7600333,456675,7601235,11,2515210175.5
515,110425000,452922,7598062,451926,7597305,8,1381401648.0
516,110425100,451615,7596618,452314,7597343,14,2620897251.0
517,110425200,451402,7596462,452115,7597136,8,1381401648.0
518,110427600,453167,7598033,452387,7597212,10,1868680390.0
519,110427700,451944,7597585,451154,7596751,14,2620897251.0
520,110427800,451012,7597027,450351,7596324,8,1381401648.0
521,110428100,448816,7594042,449737,7592985,8,1381401648.0
522,110430500,450962,7596624,450362,7595770,8,1381401648.0
523,110432700,454536,7600812,455336,7601422,14,2620897251.0
524,110433100,451514,7598500,450826,7599147,9,1832158764.0
525,110433200,450671,7597090,449936,7596421,9,1832158764.0
526,110435400,454897,7600465,455891,7601396,12,2363950158.0
527,110438400,453985,7600763,453142,7600900,8,1381401648.0
528,110438500,454985,7600269,456117,7601091,12,2363950158.0
529,110439100,455650,7599763,456760,7601132,9,1832158764.0
530,110441200,455005,7602171,454261,7601525,9,1832158764.0
531,110441300,453388,7601130,453861,7601591,8,1381401648.0
532,110442200,447808,7595323,448412,7595947,12,2363950158.0
533,110443500,448474,7594546,447472,7593409,12,2363950158.0
534,110444200,451795,7600813,452644,7601595,9,1832158764.0
535,110444600,450104,7598091,450819,7598832,12,2363950158.0
536,110444800,448630,7596192,449658,7597086,8,1381401648.0
537,110445000,446308,7596279,446469,7595738,11,2515210175.5
538,110445200,451621,7596383,452073,7596900,13,1842033225.5
539,110447300,453122,7601234,453734,7601868,8,1381401648.0
540,110447700,449869,7598208,450469,7598883,10,1868680390.0
541,110448100,446683,7594970,447259,7595538,12,2363950158.0
542,110450400,451771,7600830,452811,7601766,13,1842033225.5
543,110450700,449617,7598437,450447,7599219,8,1381401648.0
544,110450900,447878,7596890,448414,7597475,12,2363950158.0
545,110451100,446593,7595090,447197,7595706,12,2363950158.0
546,110451200,447262,7595880,447993,7596594,9,1832158764.0
547,110453500,451632,7601085,452417,7601874,14,2620897251.0
548,110453800,449625,7598229,450441,7599043,12,2363950158.0
549,110454200,446442,7595362,446929,7595843,13,1842033225.5
550,110456700,450050,7599293,450649,7599974,8,1381401648.0
551,110456800,449356,7598605,449920,7599265,10,1868680390.0
552,110457100,447290,7596741,446569,7596013,8,1381401648.0
553,110460100,448172,7598057,448909,7598726,8,1381401648.0
554,110460200,447946,7598148,447345,7597518,10,1868680390.0
555,110460300,446529,7596620,447185,7597281,11,2515210175.5
556,110462800,451058,7601407,450401,7600795,11,2515210175.5
557,110463200,447690,7598509,447005,7597818,12,2363950158.0
558,110463300,446513,7596804,447127,7597432,14,2620897251.0
559,110463500,451771,7601019,452546,7601806,13,1842033225.5
560,110463900,455405,7601664,454862,7601196,12,2363950158.0
561,110464400,450380,7597952,449839,7597443,10,1868680390.0
562,110465900,450845,7601410,450279,7600870,9,1832158764.0
563,110466300,447586,7598624,446876,7597908,12,2363950158.0
564,110466400,446223,7596943,446949,7597670,13,1842033225.5
565,110466700,450065,7599506,450873,7600509,13,1842033225.5
566,110468900,450794,7601570,450140,7600946,14,2620897251.0
567,110469400,446032,7596984,446747,7597679,14,2620897251.0
568,110472800,451100,7601239,450521,7600690,11,2515210175.5
569,110478900,450723,7601685,449991,7601015,13,1842033225.5
570,110494900,448352,7596215,448999,7596975,11,2515210175.5
571,110499300,447719,7599017,447007,7599281,9,1832158764.0
572,110502600,452063,7602091,451347,7601406,8,1381401648.0
573,110503000,447091,7598677,446388,7597976,11,2515210175.5
574,110529000,457058,7604524,457115,7603479,9,1832158764.0
575,110715300,463990,7610459,463985,7609344,14,2620897251.0
576,110715400,464339,7611573,464732,7613004,11,2515210175.5
577,110720500,446005,7597672,445439,7598877,14,2620897251.0
578,110721200,445816,7597630,445153,7598969,8,1381401648.0
579,110801100,441644,7594851,441396,7596835,9,1832158764.0
580,110802000,440757,7593448,439640,7593266,12,2363950158.0
581,110802400,441420,7594818,441357,7595810,14,2620897251.0
582,110803100,441153,7594764,441049,7595844,11,2515210175.5
583,110803300,441196,7593265,441447,7592661,10,1868680390.0
584,110803800,440896,7594819,440671,7596752,11,2515210175.5
585,110804200,440245,7594385,440487,7593551,11,2515210175.5
586,110804600,440074,7594418,440196,7593464,11,2515210175.5
587,110805200,439929,7594398,440066,7593353,11,2515210175.5
588,110805800,439771,7594408,439907,7593380,12,2363950158.0
589,110806200,440408,7595838,440274,7596674,14,2620897251.0
590,110806400,439633,7594308,439752,7593334,14,2620897251.0
591,110807000,439238,7594248,439301,7593185,12,2363950158.0
592,110807600,439424,7594310,439569,7593280,12,2363950158.0
